year,informed_consent,sex,age,campus,modalidad,regime,career,field_OCDE,school,faculty,semester_admision,years_of_study,current_level,com_grade_point_average,A1,A2,A3,A4,E1,E2,E3,E4,E5,E6,C1,C2,C3,C4,C5,unders_and_accept_inst,unders_items,satisfac_instrument
2022,Sí,Femenino,45,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,65,6,6,6,5,4,5,4,5,5,5,4,4,4,4,5,2,1,2
2022,Sí,Femenino,40,PROVIDENCIA,Presencial,VESPERTINO,TERAPIA OCUPACIONAL,Medical and Health Sciences,TERAPIA OCUPACIONAL,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,54,6,4,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2022,Sí,Femenino,56,MAIPU,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,65,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,4,4,4
2022,Sí,Masculino,21,SANTIAGO CENTRO,Presencial,DIURNO,INGENIERÍA DE EJECUCIÓN  EN INFORMÁTICA,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202010,3,Tercer año o superior,6,2,2,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3
2022,Sí,Femenino,37,PROVIDENCIA,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,59,6,1,6,6,5,5,6,6,5,6,6,5,5,4,6,4,4,4
2022,Sí,Femenino,50,PROVIDENCIA,Presencial,EXECUTIVE,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,58,6,4,6,6,4,4,4,4,4,6,4,4,4,4,5,3,3,3
2022,Sí,Femenino,29,PROVIDENCIA,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,47,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Femenino,19,SANTIAGO CENTRO,Presencial,DIURNO,TERAPIA OCUPACIONAL,Medical and Health Sciences,TERAPIA OCUPACIONAL,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,66,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,3,4,4
2022,Sí,Femenino,31,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,59,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2022,Sí,Femenino,45,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,3,5,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,51,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,61,6,5,5,6,6,6,6,6,6,5,6,6,6,6,5,4,3,3
2022,Sí,Femenino,48,SANTIAGO CENTRO,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,56,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2
2022,Sí,Femenino,20,CONCEPCION,Presencial,DIURNO,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,57,6,4,6,5,6,6,6,5,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,33,PROVIDENCIA,Presencial,DIURNO,TÉCNICNO DE NIVEL SUPERIOR EN AGROVITICUL,Agricultural Sciences,AGRONOMÍA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,47,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202020,3,Tercer año o superior,62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,29,PROVIDENCIA,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN CONSTRUCCIÓN,Engineering and Technology,CONSTRUCCIÓN,FAC. DE ARQ.ANIN.DIS. Y CONST.,202110,2,Segundo año,31,2,1,2,4,4,4,4,4,4,4,4,4,4,5,5,1,1,1
2022,Sí,Masculino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,65,4,5,5,6,4,5,5,4,4,2,5,6,6,6,6,4,4,4
2022,Sí,Masculino,31,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202010,3,Tercer año o superior,62,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,35,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,37,CONCEPCION,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2022,Sí,Masculino,33,LA FLORIDA,Presencial,DIURNO,KINESIOLOGÍA,Medical and Health Sciences,KINESIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,62,6,3,5,6,6,6,6,4,6,3,6,6,6,6,6,4,4,4
2022,Sí,Femenino,21,SANTIAGO CENTRO,Presencial,DIURNO,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,35,5,5,2,2,4,6,6,6,6,6,6,6,6,6,6,2,3,3
2022,Sí,Masculino,29,PROVIDENCIA,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN CONSTRUCCIÓN,Engineering and Technology,CONSTRUCCIÓN,FAC. DE ARQ.ANIN.DIS. Y CONST.,202110,2,Segundo año,31,4,4,5,5,2,2,4,2,3,1,4,5,4,4,3,1,1,1
2022,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,67,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,47,VIÑA DEL MAR,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,65,6,6,6,6,4,4,4,4,4,4,6,6,6,6,6,4,3,4
2022,Sí,Masculino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,66,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,23,PROVIDENCIA,Presencial,DIURNO,TÉCNICO SUPERIOR EN ORGANIZACIÓN Y PRODUCCIÓN DE EVENTOS,Social Sciences,HOTELERÍA Y TURISMO,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,59,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2022,Sí,Masculino,38,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,61,6,6,6,5,5,5,5,5,5,6,5,5,4,5,6,4,4,4
2022,Sí,Masculino,46,CONCEPCION,Presencial,EXECUTIVE,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,64,6,5,5,4,6,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,28,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,65,6,6,6,6,6,5,5,5,6,3,6,6,6,4,6,4,4,4
2022,Sí,Femenino,50,LA FLORIDA,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,56,1,3,1,5,4,5,5,5,4,6,1,5,5,5,6,3,3,3
2022,Sí,Femenino,62,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,65,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,40,MAIPU,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202220,1,Primer año,38,5,4,4,4,4,3,4,3,3,4,4,6,5,2,4,2,2,2
2022,Sí,Masculino,36,PROVIDENCIA,Presencial,EXECUTIVE,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202010,3,Tercer año o superior,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,47,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,38,ONLINE,A distancia,A DISTANCIA,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,58,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,52,LA FLORIDA,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,61,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,3,3
2022,Sí,Femenino,55,CONCEPCION,Presencial,EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,56,5,5,6,6,6,6,6,4,5,6,6,4,5,4,4,2,2,2
2022,Sí,Masculino,26,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202020,3,Tercer año o superior,59,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3
2022,Sí,Masculino,46,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202010,3,Tercer año o superior,0,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,69,PROVIDENCIA,Presencial,EXECUTIVE,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,57,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2022,Sí,Femenino,34,SANTIAGO CENTRO,Presencial,DIURNO,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201810,5,Tercer año o superior,59,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,39,PROVIDENCIA,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,201220,11,Tercer año o superior,49,1,5,5,1,6,5,5,3,3,5,5,6,5,4,5,3,3,3
2022,Sí,Masculino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,66,5,4,4,4,5,6,5,5,5,6,6,6,6,6,6,3,4,4
2022,Sí,Masculino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,54,1,1,6,1,1,1,2,1,1,3,5,4,1,2,2,1,2,1
2022,Sí,Masculino,45,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,66,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,30,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,6,6,6,5,6,5,6,6,6,5,5,5,5,5,4,5,4,4,4
2022,Sí,Femenino,31,ONLINE,A distancia,A DISTANCIA,CONTADOR AUDITOR,Social Sciences,AUDITORÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,4,3,2,2,3,2,2,2,2,1,2,3,3,2,2,4,3,2
2022,Sí,Femenino,32,CONCEPCION,Presencial,EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,6,1,1,1,1,3,3,3,3,3,3,1,3,3,3,3,2,2,2
2022,Sí,Femenino,46,PROVIDENCIA,Presencial,VESPERTINO,TERAPIA OCUPACIONAL,Medical and Health Sciences,TERAPIA OCUPACIONAL,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,61,6,3,5,6,5,5,6,6,6,6,6,6,6,6,6,4,3,3
2022,Sí,Femenino,46,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,64,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,34,5,4,3,4,4,2,2,2,2,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,32,SANTIAGO CENTRO,Presencial,DIURNO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,65,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,4,4,4
2022,Sí,Masculino,48,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,62,3,2,5,5,5,5,5,5,5,3,3,5,5,5,6,4,4,4
2022,Sí,Masculino,31,SANTIAGO CENTRO,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3
2022,Sí,Femenino,20,SANTIAGO CENTRO,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,49,5,4,3,5,4,4,4,4,5,5,5,5,5,4,5,3,3,2
2022,Sí,Femenino,32,PROVIDENCIA,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,61,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,20,VIÑA DEL MAR,Presencial,DIURNO,FONOAUDIOLOGÍA,Medical and Health Sciences,FONOAUDIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,58,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3
2022,Sí,Masculino,49,ONLINE,A distancia,A DISTANCIA,CONTADOR AUDITOR,Social Sciences,AUDITORÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202020,3,Tercer año o superior,61,4,4,3,4,3,3,4,2,2,2,3,5,6,6,6,4,3,4
2022,Sí,Femenino,25,SANTIAGO CENTRO,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,57,4,5,2,3,5,4,5,3,5,4,4,4,4,4,4,2,3,3
2022,Sí,Femenino,36,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,63,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Femenino,19,VIÑA DEL MAR,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,29,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,61,5,5,5,4,5,5,5,5,5,6,5,5,5,5,6,4,4,4
2022,Sí,Femenino,22,SANTIAGO CENTRO,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202010,3,Tercer año o superior,57,5,5,4,5,5,5,5,5,5,5,5,6,5,5,5,3,2,2
2022,Sí,Femenino,21,PROVIDENCIA,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,5,6,4,6,5,5,5,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,22,PROVIDENCIA,Presencial,DIURNO,FONOAUDIOLOGÍA,Medical and Health Sciences,FONOAUDIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,47,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4
2022,Sí,Femenino,36,LA FLORIDA,Presencial,DIURNO,KINESIOLOGÍA,Medical and Health Sciences,KINESIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022,Sí,Masculino,21,PROVIDENCIA,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,53,5,5,5,4,5,5,5,4,5,3,5,6,5,5,5,4,4,3
2022,Sí,Femenino,22,VIÑA DEL MAR,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,48,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,No,Femenino,33,VIÑA DEL MAR,Presencial,DIURNO,KINESIOLOGÍA,Medical and Health Sciences,KINESIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,61,4,1,6,1,6,6,6,6,4,6,4,4,5,4,4,4,4,1
2022,Sí,Femenino,20,VIÑA DEL MAR,Presencial,DIURNO,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,57,5,5,6,6,5,5,5,5,6,5,6,6,6,5,5,3,3,3
2022,Sí,Masculino,24,PROVIDENCIA,Presencial,DIURNO,AGRONOMÍA,Agricultural Sciences,AGRONOMÍA,FAC. DE MED. VETER. Y AGRONOM.,202010,3,Tercer año o superior,53,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,No,Masculino,26,MAIPU,Presencial,EXECUTIVE,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,61,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
2022,Sí,Masculino,22,PROVIDENCIA,Presencial,DIURNO,ARQUITECTURA,Engineering and Technology,ARQUITECTURA,FAC. DE ARQ.ANIN.DIS. Y CONST.,201910,4,Tercer año o superior,39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2022,Sí,Masculino,32,LA FLORIDA,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,2,5,5,5,6,6,4,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,26,CONCEPCION,Presencial,DIURNO,NUTRICIÓN Y DIETÉTICA,Medical and Health Sciences,NUTRICIÓN Y DIETÉTICA,FAC. DE SALUD Y CS. SOCIALES,201810,5,Tercer año o superior,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4
2022,Sí,Femenino,21,SANTIAGO CENTRO,Presencial,DIURNO,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,23,PROVIDENCIA,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,201910,4,Tercer año o superior,53,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,39,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202010,3,Tercer año o superior,63,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,3,3,3
2022,Sí,Masculino,33,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,61,6,4,6,4,6,5,6,6,6,2,6,6,6,6,6,3,4,3
2022,Sí,Masculino,52,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN  EN INFORMÁTICA,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201610,7,Tercer año o superior,53,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,34,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201810,5,Tercer año o superior,51,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,3,3,3
2022,Sí,Masculino,45,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,64,4,5,3,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,25,CONCEPCION,Presencial,DIURNO,KINESIOLOGÍA,Medical and Health Sciences,KINESIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,55,2,2,4,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3
2022,Sí,Femenino,21,PROVIDENCIA,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202110,2,Segundo año,0,6,6,6,4,4,3,4,4,4,4,6,6,6,3,6,4,4,4
2022,Sí,Masculino,46,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201720,6,Tercer año o superior,6,5,5,4,4,6,6,6,6,6,5,5,5,5,5,5,3,3,3
2022,Sí,Femenino,42,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202020,3,Tercer año o superior,61,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,21,VIÑA DEL MAR,Presencial,DIURNO,NUTRICIÓN Y DIETÉTICA,Medical and Health Sciences,NUTRICIÓN Y DIETÉTICA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,49,1,1,4,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4
2022,Sí,Masculino,20,VIÑA DEL MAR,Presencial,DIURNO,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,6,5,5,2,5,5,5,6,4,5,6,4,5,5,6,4,4,3,4
2022,Sí,Femenino,20,SANTIAGO CENTRO,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202110,2,Segundo año,59,4,3,2,6,6,5,6,6,6,6,6,6,6,2,6,4,4,4
